factor_id,candidate_index,horizon,cost_bp,q,positive_validation_blocks,worst_validation_block_bp,validation_rank_ic,validation_trades,validation_trades_per_year,validation_cagr,validation_sharpe,validation_max_drawdown,validation_calmar,validation_mean_gross_bp,selection_rank_ic,selection_trades,selection_trades_per_year,selection_cagr,selection_sharpe,selection_max_drawdown,selection_calmar,selection_mean_gross_bp,frequency_retention,balanced_cagr,lineage_hash,orientation,threshold_q95,components,weights,positive_selection_folds,worst_selection_fold_return,positive_selection_years,top_one_selection_profit_share,top_five_selection_profit_share,development_candidate,historically_stable_candidate,core_candidate,tier,mechanism,input_fields,latest_availability
BTC_LONG_a92d11c420091618_3d,819888,3d,5.0,97,4,98.92464213636116,0.0338532049130283,56,41.84040173022424,1.2631477077965183,1.736336346669946,-0.3133390924108024,4.031248377206863,236.1658885925249,-0.0047956068682163,151,43.77202380952381,0.156618844214414,0.5854050877765111,-0.2956774155264849,0.5296949851091522,52.74501707774192,1.046166432429453,0.156618844214414,a92d11c420091618,-1,3.3690264225006104,tanh(m1_body_mean_15)|(x_flow_sign_bias_72*m1_return_sum_15)|(x_flow_autocorr_72*x_return_sum_288),-1|-1|1,5,-0.046084568097147616,3,0.062499734387997816,0.20952783285419757,True,True,False,历史稳定,主动流持续与反转,m1_body_mean_15|m1_return_sum_15|x_flow_autocorr_72|x_flow_sign_bias_72|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_3bf312a1be80dfa7_1d,289683,1d,5.0,95,4,27.48651256192039,0.0202994594023941,140,104.60100432556058,0.5975340358801431,1.6312354406007938,-0.2393608204722812,2.4963736116092545,54.56889905122592,-0.0103784212051296,552,160.0142857142857,0.154949669660906,0.5837132956643447,-0.3869557284146251,0.4004325515369465,17.7927353302887,1.529758597883598,0.154949669660906,3bf312a1be80dfa7,-1,1.7197790145874023,x_flow_mean_288|tanh(x_price_volume_corr_12)|tanh(x_price_volume_corr_288)|(x_flow_mean_3*x_return_efficiency_12),-1|0.5|-0.5|0.5,5,-0.1661242817729301,1,0.029868361357045337,0.10592476744113612,True,True,False,历史稳定,主动流与价格响应,x_flow_mean_288|x_flow_mean_3|x_price_volume_corr_12|x_price_volume_corr_288|x_return_efficiency_12,m1_feature_available_time <= decision_time
BTC_LONG_ac861e14bae89319_1d,836282,1d,5.0,99,4,11.587301587300818,0.0907351556491959,17,12.701550525246642,0.3499102488412917,1.685261822210176,-0.062913478065717,5.561769267879116,254.34733770484965,0.0356566722448423,52,15.073809523809524,0.1514491911639262,1.0306592590498491,-0.1414160391500654,1.0709477657142836,105.57764464811092,1.1867692447349312,0.1514491911639262,ac861e14bae89319,-1,3.754702568054199,signed_sqrt(x_return_sign_bias_curve_12_72)|(x_flow_std_12*x_return_sum_288)|(x_flow_return_corr_72*x_jump_concentration_72),0.5|-1|1,6,-0.031030000127397206,3,0.12006817519333803,0.39434095071661485,True,True,False,历史稳定,主动流与价格响应,x_flow_return_corr_72|x_flow_std_12|x_jump_concentration_72|x_return_sign_bias_curve_12_72|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_06bafab89a238836_12h,32436,12h,5.0,99,3,-41.00180209899928,0.0621991886798377,55,41.093251699327375,0.4199069821223302,1.55027269528025,-0.1327775608864113,3.1624845291558907,97.6010123446024,0.0278505664957014,78,22.610714285714284,0.1509299385586735,1.028264305073216,-0.195923023929503,0.7703532516575546,71.87002067353228,0.550229377104377,0.1509299385586735,06bafab89a238836,1,3.4850473403930664,x_return_vol_288|tanh(m1_body_mean_5)|(x_flow_autocorr_3*x_return_sum_288),1|-1|-1,6,-0.10022268533622386,3,0.08330631499901638,0.30737326823317546,True,True,False,历史稳定,主动流持续与反转,m1_body_mean_5|x_flow_autocorr_3|x_return_sum_288|x_return_vol_288,m1_feature_available_time <= decision_time
BTC_LONG_a864e0a32e9d3bfb_2d,816098,2d,5.0,97,4,7.3261616265817056,0.0113222279517938,73,54.541952255470875,0.5443231975201681,1.3864144690143172,-0.2294510156802561,2.3722849772811276,96.450705257904,-0.002181192784894,263,76.23869047619047,0.1495281494798312,0.5601526334084515,-0.4039251139139321,0.3701878004834642,32.04107075484239,1.39779907618806,0.1495281494798312,a864e0a32e9d3bfb,1,0.9982668161392212,(x_flow_mean_72*x_trade_surprise_72)|(x_flow_sign_bias_72*x_trade_surprise_3),0.5|-1,5,-0.12127999165164349,4,0.03210116448707858,0.14359345819509997,True,True,False,历史稳定,主动流持续与反转,x_flow_mean_72|x_flow_sign_bias_72|x_trade_surprise_3|x_trade_surprise_72,m1_feature_available_time <= decision_time
BTC_LONG_0c7f2f1a3357a313_2d,60475,2d,5.0,99,4,207.69838965166875,0.0334039299586942,31,23.1616509578027,1.272331022619761,2.384434561342626,-0.1549587861526427,8.21077045199907,388.356376753373,0.0118206017650469,93,26.958928571428572,0.1458151573561843,0.7592083251479645,-0.2535873020299046,0.5750096956313249,63.239012462003735,1.1639467592592594,0.1458151573561843,0c7f2f1a3357a313,1,1.6151211261749268,signed_sqrt(x_flow_sign_bias_288)|signed_sqrt(m1_flow_autocorr_60)|(x_flow_mean_72*x_return_sum_12)|(x_flow_return_corr_72*x_return_efficiency_curve_72_288),0.5|0.5|0.5|-0.5,6,-0.0045191278342945895,3,0.07662981914420024,0.3273353750391007,True,True,False,历史稳定,主动流与价格响应,m1_flow_autocorr_60|x_flow_mean_72|x_flow_return_corr_72|x_flow_sign_bias_288|x_return_efficiency_curve_72_288|x_return_sum_12,m1_feature_available_time <= decision_time
BTC_LONG_845287272ef90cce_1d,640364,1d,5.0,99,4,66.9568963745533,0.0507453532174722,35,26.150251081390145,0.6239520355654182,1.6865448859051904,-0.1372609741914523,4.54573515335194,208.4914056322257,0.0259405179180866,119,34.49583333333333,0.1423140465128887,0.7461707447649017,-0.1459966259352235,0.9747762703504615,49.61345956274556,1.319139660493827,0.1423140465128887,845287272ef90cce,-1,1.6089950799942017,m1_realized_vol_240|signed_sqrt(m1_volume_surprise_15)|(x_flow_autocorr_72*x_return_efficiency_288)|(x_flow_autocorr_12*x_trade_surprise_72),-0.5|-0.5|0.5|-0.5,5,-0.04612123168884563,3,0.08540926908784682,0.29672897458726377,True,True,False,历史稳定,主动流与价格响应,m1_realized_vol_240|m1_volume_surprise_15|x_flow_autocorr_12|x_flow_autocorr_72|x_return_efficiency_288|x_trade_surprise_72,m1_feature_available_time <= decision_time
BTC_LONG_7959fffc20283c3d_3d,587821,3d,5.0,97,3,-13.304132884938332,-0.0309602548585962,34,25.403101050493284,0.6351557781910206,1.345432842126802,-0.1673930918693466,3.7943965972429226,232.5525230938272,-0.0100434648654961,76,22.03095238095238,0.1374208403435384,0.6126288619925193,-0.3394645076867507,0.4048165190522565,79.37842502184657,0.8672544480755265,0.1374208403435384,7959fffc20283c3d,-1,5.29988431930542,x_return_skew_288|(x_base_quote_flow_gap*x_return_sum_72)|(x_flow_sign_bias_72*m1_return_efficiency_5),-1|-0.5|0.5,5,-0.13553773635158933,3,0.09189484195602576,0.334146565760597,True,True,False,历史稳定,主动流与价格响应,m1_return_efficiency_5|x_base_quote_flow_gap|x_flow_sign_bias_72|x_return_skew_288|x_return_sum_72,m1_feature_available_time <= decision_time
BTC_LONG_19ec377e06899c5b_2d,125346,2d,5.0,95,4,3.367855674501196,0.1004244151468398,65,48.56475200829598,0.8882717103911026,1.7479152474890156,-0.2516939148126026,3.529174358674745,152.52213095457782,-0.0015524022542933,269,77.97797619047618,0.1366798563726634,0.5514777901621778,-0.3840292447531591,0.3559100204999142,28.3741305308686,1.6056496320037985,0.1366798563726634,19ec377e06899c5b,-1,1.488811492919922,x_flow_mean_72|m1_realized_vol_60|tanh(x_flow_std_72),-0.5|-0.5|-1,5,-0.243600168236428,2,0.039972547124916005,0.16546015728565203,True,True,False,历史稳定,有符号波动与区间扩张,m1_realized_vol_60|x_flow_mean_72|x_flow_std_72,m1_feature_available_time <= decision_time
BTC_LONG_724dd62221db474d_1d,553298,1d,5.0,95,4,52.154708091513875,0.057831413291457,123,91.89945380031394,0.8295429989388448,1.7045486022322598,-0.2546418096838537,3.2576857664055634,79.32427689094303,0.010140299028825,524,151.89761904761903,0.1366214854586147,0.527875702059388,-0.3262025847816716,0.4188240431940658,17.96827310466885,1.6528674846933653,0.1366214854586147,724dd62221db474d,1,2.7022266387939453,signed_sqrt(x_flow_price_gap)|signed_sqrt(x_flow_mean_288)|signed_sqrt(m1_trade_surprise_15)|(x_flow_mean_72*x_trade_surprise_3),1|1|-0.5|-1,5,-0.0979178528549966,3,0.02853979608651895,0.1115282860742031,True,True,False,历史稳定,成交活跃度突变,m1_trade_surprise_15|x_flow_mean_288|x_flow_mean_72|x_flow_price_gap|x_trade_surprise_3,m1_feature_available_time <= decision_time
BTC_LONG_b7542b0106e09467_1d,888674,1d,5.0,97,4,62.47370717315526,0.0800405714289834,84,62.76060259533635,0.9458897205200268,1.9718303039109657,-0.1408965655147026,6.713362508622132,121.76631413858748,0.0389278982622655,243,70.44107142857143,0.1363665950392856,0.5705439795220802,-0.3224968649189523,0.4228462657258894,29.731135778903205,1.1223772321428571,0.1363665950392856,b7542b0106e09467,1,3.5321812629699707,x_vwap_pressure_12|signed_sqrt(x_return_vol_12)|(x_flow_sign_bias_12*x_jump_concentration_12)|(x_flow_std_72*x_volume_surprise_12),-1|1|1|0.5,5,-0.14544809824116395,3,0.04815910064171066,0.17083630202458638,True,True,False,历史稳定,主动流持续与反转,x_flow_sign_bias_12|x_flow_std_72|x_jump_concentration_12|x_return_vol_12|x_volume_surprise_12|x_vwap_pressure_12,m1_feature_available_time <= decision_time
BTC_LONG_6e2a45b1c1f2f36d_2d,533332,2d,5.0,99,3,-26.99891367091002,0.0251740826144633,42,31.380301297668176,0.6733630230743646,1.7222820947466777,-0.1898628720237581,3.5465755673921566,185.81595118633817,0.0143070215057065,178,51.59880952380952,0.1356678262390442,0.5617256611106293,-0.4228004757151682,0.3208790766130567,39.16387807843448,1.644305739271017,0.1356678262390442,6e2a45b1c1f2f36d,-1,1.4010097980499268,x_flow_autocorr_72|signed_sqrt(m1_flow_return_corr_curve_5_15)|(x_flow_mean_72*x_trade_surprise_12),-0.5|0.5|-1,5,-0.36969800311767986,3,0.05387787061568916,0.2296224838233235,True,True,False,历史稳定,主动流与价格响应,m1_flow_return_corr_curve_5_15|x_flow_autocorr_72|x_flow_mean_72|x_trade_surprise_12,m1_feature_available_time <= decision_time
BTC_LONG_a5c815ef1d70fee7_12h,803317,12h,5.0,99,3,-11.538009971767698,0.0408919174106628,63,47.07045194650226,0.2111105052317672,0.8154376130305558,-0.1880724079911345,1.1224958912724647,54.13488892968098,0.0326863927487937,155,44.93154761904762,0.1349845407051908,0.7882230789170274,-0.1579650222874876,0.8545217083534252,36.83476753194379,0.9545595115618265,0.1349845407051908,a5c815ef1d70fee7,1,1.5449185371398926,m1_range_mean_60|tanh(m1_flow_return_corr_curve_60_240)|(x_flow_autocorr_72*m1_return_sum_15)|(x_flow_autocorr_3*x_volume_surprise_3),0.5|-0.5|-0.5|0.5,6,-0.0992678714028069,3,0.05124907583177564,0.21673035193166337,False,True,False,历史稳定,主动流与价格响应,m1_flow_return_corr_curve_60_240|m1_range_mean_60|m1_return_sum_15|x_flow_autocorr_3|x_flow_autocorr_72|x_volume_surprise_3,m1_feature_available_time <= decision_time
BTC_LONG_225799ddff2477d1_12h,165945,12h,5.0,95,3,-12.59666937191072,0.0271714685360115,139,103.85385429466372,0.5294321288764692,1.488579445767979,-0.1395330252779008,3.7943141261506104,50.734774872919864,0.0281678337307435,434,125.80833333333334,0.1332065738288774,0.6760566934848778,-0.2978325075632103,0.4472533066277409,16.859346929605504,1.2113978261834977,0.1332065738288774,225799ddff2477d1,1,0.7751308083534241,(x_flow_std_72*x_return_efficiency_288)|(x_flow_mean_12*x_volume_surprise_curve_3_12),-0.5|0.5,5,-0.27000564285327033,3,0.029751656741029215,0.13177046782743224,True,True,False,历史稳定,主动流与价格响应,x_flow_mean_12|x_flow_std_72|x_return_efficiency_288|x_volume_surprise_curve_3_12,m1_feature_available_time <= decision_time
BTC_LONG_39c4aa3f69b92e78_1d,279315,1d,5.0,99,3,-161.51195499296722,0.0440778121161542,20,14.943000617937226,0.8147908876551406,2.097055766844766,-0.0540883164673763,15.064082982626871,432.6583378306189,0.0466572830494106,117,33.91607142857143,0.1325707326752907,0.917771543334478,-0.1126897916348274,1.176421845777191,44.87377114146486,2.2696961805555556,0.1325707326752907,39c4aa3f69b92e78,1,1.7537811994552612,x_range_position_288|tanh(x_flow_sign_bias_288)|signed_sqrt(m1_flow_autocorr_240)|(x_flow_mean_12*x_return_sum_288),-1|1|0.5|-0.5,6,-0.06010579694014151,4,0.06927894016509609,0.28020744336627096,True,True,False,历史稳定,主动流持续与反转,m1_flow_autocorr_240|x_flow_mean_12|x_flow_sign_bias_288|x_range_position_288|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_6e5a22a16dafcf43_12h,534206,12h,5.0,99,3,35.448257889405674,0.0340297898164197,30,22.41450092690584,0.2427569389012078,1.5248130441189789,-0.0376144087380249,6.453828387731685,106.68849458433743,0.0084863849703436,152,44.06190476190476,0.1323503789111348,0.864019868974081,-0.1280939865619136,1.033228666414906,35.961032991848995,1.9657767489711933,0.1323503789111348,6e5a22a16dafcf43,-1,1.199516773223877,x_return_efficiency_3|x_flow_sign_bias_288,1|-0.5,5,-0.04749036631641712,3,0.08440490272329551,0.30228975925826507,True,True,False,历史稳定,主动流与价格响应,x_flow_sign_bias_288|x_return_efficiency_3,m1_feature_available_time <= decision_time
BTC_LONG_023dd7bb9d6ce9ce_2d,10591,2d,5.0,99,4,38.47890268866128,0.0279281420088878,47,35.11605145215248,0.5030277651377411,1.489264566922769,-0.1709396781524885,2.9427209093549935,133.79631530228886,-0.0027765611395063,170,49.279761904761905,0.132131270960693,0.548127677364817,-0.4053925290843609,0.325934153890628,40.7667418823892,1.4033400643551353,0.132131270960693,023dd7bb9d6ce9ce,-1,1.335514783859253,x_flow_sign_bias_72|signed_sqrt(x_trade_surprise_288)|(x_flow_std_12*x_return_efficiency_3),-0.5|-0.5|-1,5,-0.18343097565198974,3,0.04592216321633622,0.19316313517928965,True,True,False,历史稳定,主动流与价格响应,x_flow_sign_bias_72|x_flow_std_12|x_return_efficiency_3|x_trade_surprise_288,m1_feature_available_time <= decision_time
BTC_LONG_4a5320eb6a3bcada_1d,359597,1d,5.0,99,3,-117.34630036201362,0.0762565685150285,49,36.610351513946206,0.51028058341795,1.394860747620452,-0.1423344213415996,3.5850820806956256,132.6599962114629,0.0348353359325825,102,29.567857142857143,0.1318351225415797,0.7179032944184868,-0.2517104554028626,0.5237570379449576,53.55670277533846,0.8076365268329554,0.1318351225415797,4a5320eb6a3bcada,-1,1.773927092552185,m1_realized_vol_60|tanh(x_flow_std_3)|tanh(m1_vwap_gap_mean_60)|signed_sqrt(x_close_location),-0.5|-0.5|-1|-0.5,6,-0.06821222243759617,3,0.07988741165765596,0.2874729913825894,True,True,False,历史稳定,成交重心与区间位置,m1_realized_vol_60|m1_vwap_gap_mean_60|x_close_location|x_flow_std_3,m1_feature_available_time <= decision_time
