factor_id,0,1,2,3,4,5,6
BTC_LONG_5d47cc6741d7c67e_2d,0.40620183441207214,-0.3214323245119276,0.41388091446340614,0.2557203643771862,0.09647868993241265,0.27612797608963563,0.24066351936077024
BTC_LONG_986eab606b120088_2d,0.34532624031592735,0.20580392631037592,0.24031682330740362,0.11034146860189825,0.11298938367783662,0.2784077122092374,-0.08294748199174606
BTC_LONG_3ebd17aa694e737f_3d,0.19372556025058374,0.004017471849371457,0.3613980243684034,0.047596080266350926,0.1145309989933963,0.17721049103079534,0.40696092876107964
BTC_LONG_8f4cb2e57d3d016e_3d,0.06102168491893123,0.15836527553209906,-0.12958595209400803,0.2893125561495497,0.13906645412886004,0.4368197121076039,0.4522260317228426
BTC_LONG_9d731ebe50ebbe65_3d,0.14912164065033967,-0.04091495774066656,0.35445030325420723,0.20012706488265064,-0.029623979315080373,0.47238536901800654,0.15178412913659628
BTC_LONG_53f081fb7aa13377_3d,0.23916572631377314,0.3830565289892648,-0.07744859330851295,-0.15612790607086519,0.27301513151005313,0.3466077168274898,0.2586819493473931
BTC_LONG_13ea5183446add0e_3d,-0.21506703150603468,0.10722946167051806,0.7926710875214131,0.19272626396235454,0.4112136895975314,-0.08945589253729358,0.12474447414496648
BTC_LONG_546aae11ff7d6499_2d,0.3168409058198073,0.003606089182335792,0.15691993010529026,0.03850478572206939,0.18532797690970787,0.2479951280178893,0.17235578706892812
BTC_LONG_6360988c96987bed_2d,-0.06900079282841282,0.15962958287310575,0.27673447889179315,0.2726363751943813,0.04413744624319338,0.22611088884581182,0.2622391466341157
BTC_LONG_3cd945806cc1e41e_2d,0.06901735976224105,0.31088322030779125,0.301487907190732,0.11002210823570435,-0.1265346228509286,0.15622552344085044,0.31328204881873917
BTC_LONG_ac1d6d98aba0a2cd_2d,-0.10951401251016102,0.4535975975862985,0.3794486946981226,0.24178877086061323,0.053253675729882655,0.18684033230408564,-0.04406083050154852
BTC_LONG_149214ecb27245d8_2d,0.011935315672480018,0.2712461224646032,0.18149515755189088,0.16891033926826748,-0.10666624084606824,0.3761695159714955,0.30212826826299105
BTC_LONG_290035753dfa1e36_2d,0.19602266977954025,0.14304886355382102,0.3988075201178668,0.29728799374163867,-0.0019599260522608075,0.26137541940870285,-0.12656436649328368
BTC_LONG_301412f1a92aaecd_3d,0.0002053860370206939,-0.2685854891643021,0.15069911603448954,0.22925516875950536,0.06359854053866293,0.7657069347043,0.09577572336476275
BTC_LONG_4a707af33475c4b3_12h,0.08147313001767748,-0.19847585906881027,0.3661132445334888,0.0666311123013602,0.09477190696607612,0.5200437017943036,0.13916898543866285
BTC_LONG_9bf33e9f6e490f1f_2d,0.20401570744326702,0.4121524080463818,0.19249667624349703,0.044982230920065036,-0.04963289517845104,0.38273031360023524,-0.023793970569247314
BTC_LONG_3d382c6b95774870_12h,0.21341112372389737,0.011262454527331437,0.02058456610031545,0.14916485730260887,0.3901584530734759,0.07894949289566533,0.1349837283812073
